bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
,Waste Knights,2015,,"id,num_games,score,game,url,images","Damian Bajowski,Aleksander Karcz,Piotr Rossa,Michał Teliga","name,id,url,num_games,score,game,images",2,4,,,,,16,,90,240,,"iWODHwRGuU,R0bGq4cAl4,U3zhCQH7Et,EVeAdboGUA,XM2FYZmBHH",,,,,,,,0,,,,,,LLWaawkJRQ,,,,,
,Wedlock,1980,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,60,60,,,,,,,,,,0,,,,,,LLXtB8M0o1,,,,,
,Dirigibles of Doom!,2012,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,LLaNEAkEi1,,,,,
,Conquest: The Last Argument of Kings - Nords Raiders,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,LLi5xg9Fh8,,,,,
,YALA,2013,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,9,,10,20,,,,,,,,,,0,,,,,,LLjeJf69Vk,,,,,
,Deluxe G.E.V.,2001,,,Philip Reed,"name,id,url,num_games,score,game,images",2,2,,,,,10,,30,30,,,,,,,,,,0,,,,,,LLjxOGv5ce,,,,,
,Neuroshima Hex! Terrain Tiles,2016,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,10,,30,30,v4SfYtS2Lr,,,,,,,,,0,,,,,,LLqstpTB2g,,,,,
,De Horrore Cosmico,2015,,"id,num_games,score,game,url,images","Alberto Guerra,Stephanie McAlea,Badger McInnes,Mark Shireman","name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,LLrUSsDdw7,,,,,
,Robin Hood Game,1974,,,,"name,id,url,num_games,score,game,images",2,4,,,,,5,,30,30,,,,,,,,,,0,,,,,,LLuy79os7d,,,,,
,Hoe overleef ik mezelf spel,2007,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,,,,,,,,,,,,,,0,,,,,,LLwm4tb80P,,,,,
,Pollyanna,1915,,"id,num_games,score,game,url,images",(Uncredited),"name,id,url,num_games,score,game,images",2,4,,,,,,,30,30,,mGBzR68m8Z,,,,,,,,0,,,,,,LLzpvSn614,,,,,
,Escape From Pirate Island,,,,,"name,id,url,num_games,score,game,images",2,2,,,,,12,,,,,,,,,,,,,0,,,,,,LM0QKqcZs7,,,,,
,Soldat II,2010,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,60,60,,,,,,,,,,0,,,,,,LM1IbfJ5Mo,,,,,
,Regatta,2010,,,,"name,id,url,num_games,score,game,images",2,4,,,,,5,,20,20,,,,,,,,,,2,2.5,,,,,LM2Me3cY8H,,,,,
,Crypt: The Book of Variants,2018,,"id,num_games,score,game,url,images",Jeff Chin,,1,4,,,,,12,,20,35,,,,,,,,,,0,,,,,,LM7iuHUmn5,,,,,
,Age of Hunters - a customizable and flexible RPG system,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LM8m8Nwmf7,,,,,
,Ditsö: Legado de Nuestra Tierra,2012,,,,"name,id,url,num_games,score,game,images",2,4,,,,,7,,45,45,,,,,,,,,,0,,,,,,LMBpaXxZRl,,,,,
,Discworld Convention: The Card Game,,,"id,num_games,score,game,url,images",Alda Rana,,2,5,,,,,5,,20,20,,,,,,,,,,0,,,,,,LMBzNzlH5y,,,,,
,Once Upon a Time: Fairytale Mash-ups,2019,,"id,num_games,score,game,url,images",Omar Rayyan,"id,name,url,num_games,score,game,images",2,6,,,,,8,,20,40,v4SfYtS2Lr,,,,,,,,,,,,,,,LMCp8naI8Z,,,,,
,HP Lovecraft Themed Gaming Loot,,,,,"name,id,url,num_games,score,game,images",,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LMEIB3vEUu,,,,,
,Peng!,2014,,"id,num_games,score,game,url,images",Gabriela Silveira,"name,id,url,num_games,score,game,images",2,4,,,,,5,,15,15,,,,,,,,,,0,,,,,,LMIfkH4ZKq,,,,,
,Zombie Attack on Meeple Island,2013,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,7,,,,,13,,30,30,,,,,,,,,,0,,,,,,LMKG0XDUaR,,,,,
,On to Richmond!,1998,,"id,num_games,score,game,url,images","Charles Kibler,Keith Rocco","name,id,url,num_games,score,game,images",2,2,,,,,12,,180,180,"w8XD66FUZ2,jX8asGGR6o",,,,,,,,,1,3.0,,,,,LMKiYALhAW,,,,,
,Crummy,,,"id,num_games,score,game,url,images",,,3,5,,,,,,,,,,,,,,,,,,0,,,,,,LMLAa8UbUq,,,,,
,Holmes Sherlock & Mycroft: Upgrade Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LMMGpponCX,,,,,
,Pathfinder Battles: Iconic Heroes Set 7,2017,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",1,6,,,,,13,,90,90,,,,,,,,,,0,,,,,,LMO0n3AxkV,,,,,
,3-2-1,1985,,,,"name,id,url,num_games,score,game,images",3,5,,,,,8,,,,,,,,,,,,,0,,,,,,LMVg6rLjEK,,,,,
,Treasure Trails Bible Game,1953,,"id,num_games,score,game,url,images",,,1,6,,,,,,,,,,,,,,,,,,0,,,,,,LMWDfh3d1I,,,,,
,Dragon Ball Z TCG,2005,,,,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,LMWtOH6dzI,,,,,
,Trespass,1979,,,,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,LMXD4ZpwZJ,,,,,
,Bats in Your Belfry,1964,,,,"name,id,url,num_games,score,game,images",2,2,,,,,8,,15,15,,,,,,,,,,0,,,,,,LMZWqn5UpH,,,,,
,Chachapoya,2019,,"id,num_games,score,game,url,images",Tari József,"name,id,url,num_games,score,game,images",2,4,,,,,9,,30,45,,"BGrhzIN69D,lA3KUtVFCy",,,,,,,,0,,,,,,LMaswYei1K,,,,,
,Jogo da Bol$a,2009,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,10,,240,240,,,,,,,,,,0,,,,,,LMbeGC85Wb,,,,,
,Medieval Wargame,1977,,,Pat Carlson,"name,id,url,num_games,score,game,images",2,2,,,,,12,,,,,,,,,,,,,0,,,,,,LMbiVqrOn7,,,,,
,Hardtack,1971,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,LMcS3OBUIG,,,,,
,Tanks: Lee,2017,,,,"id,name,url,num_games,score,game,images",2,2,,,,,13,,,,,,,,,,,,,,,,,,,LMck7BfEsk,,,,,
,Bonje in de stal,2014,,"id,num_games,score,game,url,images",François Bruel,"name,id,url,num_games,score,game,images",2,4,,,,,6,,20,20,,,,,,,,,,0,,,,,,LMebIAJD7T,,,,,
,18Africa,2014,,,André R. Viana,,2,7,,,,,12,,240,240,,,,,,,,,,2,4.0,,,,,LMixTs36ne,,,,,
,Better Backstories for RPGs,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LMl6JLd3fM,,,,,
,Warfare in the Age of Reason,1998,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,7,,,,,12,,180,180,,,,,,,,,,1,3.0,,,,,LMnvePRpeU,,,,,
,Star Wars X-Wing: TIE Defender,,,,,"name,id,url,num_games,score,game,images",2,2,,,,,14,,24,120,v4SfYtS2Lr,,,,,,,,,7,3.857142857142857,,,,,LMpbb8tZRX,,,,,
,Wayfinders,2019,,"id,num_games,score,game,url,images",Michael Parla,"id,name,url,num_games,score,game,images",2,4,,,,,10,,25,45,,"U3zhCQH7Et,ohABM4GjbC,MEAoOygZsA,hmipYN1R1I,fBOTEBUAmV",,,,,,,,6,3.5,,,,,LMs8kw4xOm,,,,,
,The London Game,1972,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,7,,30,30,,"R0bGq4cAl4,MEAoOygZsA,mGBzR68m8Z",,,,,,,,2,2.5,,,,,LMxJGAjfli,,,,,
,Conjunction Point,2015,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,12,,960,960,,,,,,,,,,0,,,,,,LMxqNEw1Ls,,,,,
,Pokemon Sliders Battle Arcade Game,,,,,"name,id,url,num_games,score,game,images",2,4,,,,,4,,10,10,,,,,,,,,,0,,,,,,LMxyD5Z6DK,,,,,
,Circuit Breaker,2019,,"id,num_games,score,game,url,images",Peter Mariutto,,2,4,,,,,10,,30,45,,"oeg6wN9Eoc,R0bGq4cAl4,lA3KUtVFCy,T8JEFYwoqy,8PN2HE86wg",,,,,,,,0,,,,,,LMy1hmJAkn,,,,,
,What Are The Odds?,2015,,,,,2,10,,,,,17,,30,90,,,,,,,,,,0,,,,,,LMyKW09XKE,,,,,
,Salamis,2000,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,2,,,,,,,540,540,,,,,,,,,,0,,,,,,LMznfkDJIU,,,,,
,Stalingrad! Valor of the 37th Guards,2001,,,,"name,id,url,num_games,score,game,images",2,2,,,,,12,,,,,,,,,,,,,0,,,,,,LN2G7mMSeh,,,,,
,Mix-Max-Rallye,2018,,"id,num_games,score,game,url,images",Marek Bláha,"name,id,url,num_games,score,game,images",2,4,,,,,5,,10,15,,"iWODHwRGuU,R0bGq4cAl4,U3zhCQH7Et,hmipYN1R1I,XM2FYZmBHH",,,,,,,,0,,,,,,LN3N42BMpe,,,,,
,Home Sweet Home,2011,,,,,3,4,,,,,10,,75,75,,,,,,,,,,0,,,,,,LN3Sg05a6X,,,,,
,Earworm,2019,,"id,num_games,score,game,url,images",Zachary Anderson,,4,16,,,,,10,,20,30,,,,,,,,,,1,4.0,,,,,LN3bHbi0QI,,,,,
,Strategy and Tactics Quarterly 6: D-Day 75th Anniversary,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,LN51754EZo,,,,,
,Dansbandsspelet,2010,,,,"name,id,url,num_games,score,game,images",2,20,,,,,16,,20,40,,,,,,,,,,0,,,,,,LN7Dv8jamF,,,,,
,Frosthaven: Challenge Coin,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,LN9OaFVYim,,,,,
,Cyvasse,2013,,,,,2,2,,,,,12,,30,30,,,,,,,,,,0,,,,,,LNAqALXfRE,,,,,
,Destination Mars,1999,,,,"name,id,url,num_games,score,game,images",2,2,,,,,8,,20,20,,,,,,,,,,0,,,,,,LNBJDgioEk,,,,,
,Front Page,1974,,,,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,LNFtZlHlww,,,,,
,Rhinopedia,2008,,"id,num_games,score,game,url,images",,,2,4,,,,,6,,60,60,,,,,,,,,,0,,,,,,LNK79xG0F0,,,,,
,Dark World: Dragon's Gate,1993,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,5,,,,,10,,90,90,,,,,,,,,,0,,,,,,LNM32ritcU,,,,,
,DEKU,2017,,,,,3,6,,,,,10,,20,30,,,,,,,,,,0,,,,,,LNMyMA52yx,,,,,
,Flip-O-Potamus,1986,,,,"name,id,url,num_games,score,game,images",1,1,,,,,5,,5,5,,,,,,,,,,0,,,,,,LNNTLgno9m,,,,,
,Polyssimo,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,LNOVUN8Z5P,,,,,
,TOP GEAR: The Car's The Star,1993,,,,"name,id,url,num_games,score,game,images",2,6,,,,,,,,,,,,,,,,,,0,,,,,,LNOcQcVpQk,,,,,
,Aventuria: Ship of Lost Souls,2016,,"id,num_games,score,game,url,images","Christian Lonsing,Tia Rambaran,Timo Roth,Nadine Schäkel","id,name,url,num_games,score,game,images",1,4,,,,,14,,30,180,v4SfYtS2Lr,"9mNukNBxfZ,vZsDDAdOoe,R0bGq4cAl4,WPytek5P8l,EVeAdboGUA,XM2FYZmBHH",,,,,,,,1,3.0,,,,,LNOrdseT0O,,,,,
,Kanalresan,,,,I.-L. Söderström Biltman,"name,id,url,num_games,score,game,images",2,4,,,,,6,,,,,,,,,,,,,0,,,,,,LNQeqA3aBx,,,,,
,Amazons,1992,,"id,num_games,score,game,url,images",Néstor Romeral Andrés,"name,id,url,num_games,score,game,images",2,2,,,,,12,,30,30,,"3te2oybNR4,qu5BcGjAzk,8PN2HE86wg",,,,,,,,4,2.75,,,,,LNUBQdkte4,,,,,
,Russian Bank,,,,,,2,2,,,,,,,30,30,,,,,,,,,,0,,,,,,LNa97VguKJ,,,,,
,Making History: Three One-Session RPGs,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LNad5QBGDA,,,,,
,Don't Get Got: Secret Missions with Shut Up And Sit Down,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LNantu1sHT,,,,,
,Lupus in Tabula: Lady Werewolf's Revenge,2011,,"id,num_games,score,game,url,images",Gianpaolo Derossi,"id,name,url,num_games,score,game,images",4,30,,,,,8,,15,45,,,,,,,,,,0,,,,,,LNeVHOgXSD,,,,,
,Destination Norwich,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,,,,,,,,,,,,,,0,,,,,,LNfFNDjnig,,,,,
,Motalaspelet,1989,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,,,,,,,,,,,,,,0,,,,,,LNgcoLvuVt,,,,,
,Rapture: The Second Coming (d20 edition),2003,,"id,num_games,score,game,url,images","John Bridges,Albrecht Dürer,Todd Speser","name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,LNhExKmKK5,,,,,
,Mimikry,1989,,"id,num_games,score,game,url,images",Heiner Buck,"name,id,url,num_games,score,game,images",1,1,,,,,10,,,,,,,,,,,,,0,,,,,,LNiOEqpElQ,,,,,
,Nevanco Woningbouw Spel,,,,,,1,5,,,,,,,15,15,,,,,,,,,,0,,,,,,LNjgo7Rd97,,,,,
,BS Chess (Bluffing Style Chess),2006,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,10,10,,,,,,,,,,0,,,,,,LNmhTtrh4s,,,,,
,HOME ALONe: The Print and Play Game,2011,,"id,num_games,score,game,url,images",Momoko Shiosaka,,2,3,,,,,7,,15,15,,,,,,,,,,0,,,,,,LNpi76o4mt,,,,,
,Babylon 5: A Call to Arms (Second Edition) – Powers and Principalities,2009,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,8,,,,,12,,120,120,,,,,,,,,,0,,,,,,LNqXQL1H3J,,,,,
,"Cruce de los Andes, Vol. 1: Gobernación",2018,,"id,num_games,score,game,url,images",César Carrizo,"name,id,url,num_games,score,game,images",1,3,,,,,10,,30,30,,,,,,,,,,0,,,,,,LNtvxYeGAv,,,,,
,The Red Dragon Inn: Allies - Zariah the Summoner,,,,,"name,id,url,num_games,score,game,images",2,5,,,,,13,,45,60,v4SfYtS2Lr,,,,,,,,,2,3.5,,,,,LNtziwIjlx,,,,,
,Orcs Must Die!: Order Edition - Hero Pack,2016,,"id,num_games,score,game,url,images",Rich Fleider,"name,id,url,num_games,score,game,images",1,8,,,,,14,,60,150,v4SfYtS2Lr,,,,,,,,,0,,,,,,LNxnZHCPQ3,,,,,
,Heroscape: Sir Hawthorne's Arrival,2006,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,4,,,,,8,,60,60,,,,,,,,,,1,3.0,,,,,LO0f6pGzVy,,,,,
,Castle Panic: 2019 International Tabletop Day Tower,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,LO17yCVhsm,,,,,
,Cesare Borgia,2018,,"id,num_games,score,game,url,images",,,2,5,,,,,,,,,,,,,,,,,,0,,,,,,LO9L4JtOIY,,,,,
,Android: Netrunner - Honor and Profit Expansion,2014,,,,"id,name,url,num_games,score,game,images",2,2,,,,,14,,45,45,v4SfYtS2Lr,,,,,,,,,7,4.285714285714286,,,,,LOAEQrHupu,,,,,
,Sturmpioniere,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,,,,,,,,,,,,,,0,,,,,,LOAPwQdZWu,,,,,
,Cineplexity,2007,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",4,10,,,,,12,,20,20,,3dFd0RwsY4,,,,,,,,4,2.5,,,,,LOBbeJoqOd,,,,,
,Vikings Gone Wild,2017,,"id,num_games,score,game,url,images",Mateusz Komada,"name,id,url,num_games,score,game,images",2,4,,,,,14,,45,90,,"vZsDDAdOoe,WPytek5P8l",,,,,,,,28,3.4642857142857144,,,,,LOBhe5eOFu,,,,,
,DoodleDice custom dice kit,,,,,,,,,,,,,,,,"mavSOM8vjH,rrvd68LjOR",,,,,,,,,0,,,,,,LOCx3AAc5d,,,,,
,Make Some Noise!,2019,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",4,20,,,,,12,,15,45,,,,,,,,,,0,,,,,,LODyHtpACV,,,,,
,Fields of Arle: New Travel Destination – Baltrum,2018,,"id,num_games,score,game,url,images",Dennis Lohausen,"name,id,url,num_games,score,game,images",1,2,,,,,12,,60,150,,,,,,,,,,0,,,,,,LOEg3g3j9P,,,,,
,Familie Kunterbunt,2002,,,,"name,id,url,num_games,score,game,images",2,4,,,,,8,,20,20,,,,,,,,,,0,,,,,,LOFrUxXBEO,,,,,
,Loser's Game,2006,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,4,,,,,,,45,45,,,,,,,,,,0,,,,,,LOH7cEZzkd,,,,,
,Paragon's New Twentieth Century Skirmish Rules,1977,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,10,,,,,12,,240,240,,,,,,,,,,0,,,,,,LOIpC8hrl9,,,,,
,K3 dans studio,2017,,,,"name,id,url,num_games,score,game,images",2,4,,,,,4,,20,40,,,,,,,,,,0,,,,,,LOMq4auUKz,,,,,
,Liebes Spiel,2005,,,,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,LOP8dm346C,,,,,
,19-Piece Set of White Meeples (Compatible with Carcassonne & Expansions),,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,LOPlcRdb8n,,,,,
,Fossilis: Kickstarter Edition,2020,,,,,1,5,,,,,8,,45,60,,,,,,,,,,0,,,,,,LOPrDfZRFt,,,,,
,Organized Chaos,2011,,"id,num_games,score,game,url,images",A. J. Porfirio,"name,id,url,num_games,score,game,images",2,4,,,,,12,,30,30,,,,,,,,,,0,,,,,,LOTjguyT3u,,,,,
,Pathogenesis: STD Expansion,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,LOXOqhTJEs,,,,,
,Game of Phones: Expansion 001 - Creative Pack,2017,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",3,99,,,,,12,,15,15,"eX8uuNlQkQ,v4SfYtS2Lr",,,,,,,,,0,,,,,,LOXb1r9oHa,,,,,
,Swords and Bagpipes: God Me Defend promo,2015,,"id,num_games,score,game,url,images",Yan Yegorov,"name,id,url,num_games,score,game,images",2,6,,,,,13,,20,45,,,,,,,,,,0,,,,,,LOXjU97vOU,,,,,
,Veracity,2000,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,8,,60,60,,,,,,,,,,0,,,,,,LOY2dif1GR,,,,,
,Rational Magic,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LOZOVkMjm7,,,,,
,Castle Dice,2013,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",1,4,,,,,10,,45,45,,"R0bGq4cAl4,lA3KUtVFCy",,,,,,,,13,3.2307692307692304,,,,,LObGxxnizU,,,,,
,Star Trek: Attack Wing – Fighter Squadron 6 Expansion Pack,2015,,,,"id,name,url,num_games,score,game,images",2,99,,,,,12,,60,60,,,,,,,,,,0,,,,,,LOdsXdEYb8,,,,,
,VCR Dogfight,1988,,,,"name,id,url,num_games,score,game,images",2,8,,,,,12,,60,60,,,,,,,,,,0,,,,,,LOfHkAolWU,,,,,
,Tacship,1992,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,,,,,,,,,,,,,,0,,,,,,LOgFRTdfuS,,,,,
,Hampshire,2004,,,,"name,id,url,num_games,score,game,images",2,2,,,,,8,,15,15,,,,,,,,,,0,,,,,,LOkkcRlfMC,,,,,
,Ostrakon,2004,,"id,num_games,score,game,url,images",Stefano de Fazi,"name,id,url,num_games,score,game,images",5,12,,,,,10,,60,60,,JYYdBW6UCE,,,,,,,,2,2.0,,,,,LOsEDHYeYC,,,,,
,Di Renjie,2012,,"id,num_games,score,game,url,images","Ta-Te Wu,Haiyu Zhao","name,id,url,num_games,score,game,images",2,6,,,,,10,,30,30,,,,,,,,,,1,3.0,,,,,LOtPdmHmxl,,,,,
,VS System 2PCG: The New Defenders Expansion,,,,,"name,id,url,num_games,score,game,images",2,4,,,,,13,,30,60,v4SfYtS2Lr,,,,,,,,,0,,,,,,LOwAAiHpI9,,,,,
,Kwak!,2011,,,,"name,id,url,num_games,score,game,images",2,4,,,,,10,,25,25,,,,,,,,,,0,,,,,,LP1PpIBdB6,,,,,
,Sails of Glory Ship Pack: Commerce de Bordeaux 1785 / Duguay-Trouin 1788,2013,,"id,num_games,score,game,url,images","Fabio Maiorana,Francesco Mattioli","name,id,url,num_games,score,game,images",1,4,,,,,13,,45,45,,,,,,,,,,0,,,,,,LP2HZABOdd,,,,,
,1936: España Dividida,,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,10,,450,450,,,,,,,,,,0,,,,,,LP4KMFnMUY,,,,,
,Jungle Jam,2000,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,10,,,,,6,,20,20,,uZJS07nXF5,,,,,,,,0,,,,,,LP5nPZZANw,,,,,
,We Built This City,2015,,"id,num_games,score,game,url,images",Matt Pierce,"name,id,url,num_games,score,game,images",2,4,,,,,12,,30,30,,,,,,,,,,0,,,,,,LP7yVAnpwu,,,,,
,Skyline,,,,,"name,id,url,num_games,score,game,images",1,4,,,,,10,,15,15,,"R0bGq4cAl4,hmipYN1R1I,lA3KUtVFCy",,,,,,,,20,2.85,,,,,LP9GYHv7ca,,,,,
,Spanimals,2009,,"id,num_games,score,game,url,images",,,2,2,,,,,8,,10,10,,,,,,,,,,0,,,,,,LP9OoDU5wf,,,,,
,Fort Sumter,2018,,"id,num_games,score,game,url,images","Knut Grünitz,Rodger B. MacGowan","id,name,url,num_games,score,game,images",2,2,,,,,14,,20,40,,"WPytek5P8l,eRe1jJCBFe",,,,,,,,8,3.0,,,,,LP9pbPHEXz,,,,,
,Ancient Lair: Custom 2D Miniature Website,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LPAXTEA1ap,,,,,
,Expedition to the Ruins of Greyhawk,2007,,"id,num_games,score,game,url,images","Miguel Coimbra,Thomas Denmark,Erin Dorries,Brian Hagan,Jon Hodgson,Fred Hooper,Nick Isaac,Bob Jordan,Michael Komarck,Stacy Longstreet,Warren Mahy,Karin Powell,Mike Schley,Franz Vohwinkel,Ben Wootten,James Zhang","name,id,url,num_games,score,game,images",,,,,,,,,,,,,,,,,,,,0,,,,,,LPDhenCqOi,,,,,
,Nénufable,2010,,"id,num_games,score,game,url,images",William Aubert,"name,id,url,num_games,score,game,images",2,6,,,,,5,,15,15,,,,,,,,,,0,,,,,,LPGtj0UMh0,,,,,
,The 6 Days of Glory,1997,,"id,num_games,score,game,url,images","Rick Barber,Tom Hannah,Jean-Louis Ernest Meissonier","name,id,url,num_games,score,game,images",1,3,,,,,12,,180,180,,,,,,,,,,0,,,,,,LPGviIiBe6,,,,,
,The Intruder Escapes,1990,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,10,,30,30,,,,,,,,,,0,,,,,,LPHPXHN9Yo,,,,,
,Flash Point: Fire Rescue – Extreme Danger Kickstarter Bonus Pack,2013,,,"Luis Francisco,George Patsouras","name,id,url,num_games,score,game,images",2,6,,,,,10,,45,45,,"oeg6wN9Eoc,9mNukNBxfZ,R0bGq4cAl4,qu5BcGjAzk,BbTMRkwL0b,eRe1jJCBFe,XM2FYZmBHH",,,,,,,,1,4.0,,,,,LPJ0VYPWer,,,,,
,NFL Game Day,2013,,,,"id,name,url,num_games,score,game,images",2,4,,,,,9,,,,hShsL2DktG,WPytek5P8l,,,,,,,,0,,,,,,LPJGScIfDv,,,,,
,Theben,1996,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,30,30,,,,,,,,,,0,,,,,,LPLHHlATzl,,,,,
,Het Grote Boodschappenspel,,,,,"name,id,url,num_games,score,game,images",2,4,,,,,4,,10,10,,,,,,,,,,0,,,,,,LPScfxO9Ok,,,,,
,M.A.C.: Modern Armored Combat,2004,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,12,,120,120,,,,,,,,,,0,,,,,,LPTKsCU3rj,,,,,
,Destruct 3,2005,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,8,,30,60,,,,,,,,,,1,2.0,,,,,LPTjo7zjRT,,,,,
,Super Big Boggle,2012,,,,,1,20,,,,,8,,60,60,,uZJS07nXF5,,,,,,,,1,4.0,,,,,LPTqo7XGI4,,,,,
,Optimates et Populares,2017,,"id,num_games,score,game,url,images","José Ramón Faura,Mike Lemick","id,name,url,num_games,score,game,images",2,2,,,,,,,60,90,,,,,,,,,,0,,,,,,LPUPCaI8GF,,,,,
,Fires of Athelen - Tabletop RPG,,,,,,,,,,,,,,,,rrvd68LjOR,,,,,,,,,0,,,,,,LPUsCPeOID,,,,,
,Beyond The Wall,2019,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,4,,,,,14,,30,30,rrvd68LjOR,"R0bGq4cAl4,BGrhzIN69D",,,,,,,,0,,,,,,LPUySqAMF1,,,,,
,"Excuses, Excuses",1981,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,8,,90,90,,mGBzR68m8Z,,,,,,,,0,,,,,,LPXdnEA61X,,,,,
,Codex: Card-Time Strategy - Starter Set,2016,,"id,num_games,score,game,url,images",,"id,name,url,num_games,score,game,images",2,5,,,,,13,,45,60,eX8uuNlQkQ,"WPytek5P8l,RwgEONzIzc,XM2FYZmBHH",,,,,,,,2,3.5,,,,,LPaqIhUrMO,,,,,
,The Gaston Game,2009,,"id,num_games,score,game,url,images",Rebekah Bissell,,2,3,,,,,5,,20,20,,,,,,,,,,0,,,,,,LPb69W2fzL,,,,,
,Ice Age 2: Mammal Crossing,2006,,,,"name,id,url,num_games,score,game,images",,,,,,,8,,,,,,,,,,,,,0,,,,,,LPbVENIEo6,,,,,
,BrainBox: Boston,,,,,"name,id,url,num_games,score,game,images",1,8,,,,,8,,10,10,,,,,,,,,,0,,,,,,LPdC5zlEsx,,,,,
,Pacardy,2005,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,6,,,,,8,,30,30,,R0bGq4cAl4,,,,,,,,0,,,,,,LPeEtbb8uC,,,,,
,Airships vs Aliens,2015,,"id,num_games,score,game,url,images",,"name,id,url,num_games,score,game,images",2,2,,,,,10,,30,30,,,,,,,,,,0,,,,,,LPgwqvAkm9,,,,,
